id;screen_name;created_at;full_text;sentiment;date;hour;day_of_week;text_length;contains_keywords
218;Brutus8039277;2024-04-23 10:30:25+00:00;énorme compte engiepartfr fermendepuis 1 semaines facture inaccessible  prélèvement sur les mauvais comptes combien de temps on va supporter cette merdesi cest ça je résilie et je vais ailleurs 10 ans que je suis client merde;Négatif;2024-04-23;10;Tuesday;225;False
219;SlappySlap_fr;2024-04-24 06:08:02+00:00;il va falloir que lon mexplique comment engiepartfr arrive a me faire une mensualisation a 30712 x11 ce qui donne 3 37832 ça fait 1000 par rapport a ce que je paie cette année 2 38088 12;Neutre;2024-04-24;6;Wednesday;186;False
220;_Hysope;2024-04-25 16:14:38+00:00;ya engiepartfr qui continue de nous arnaquer la gueule en me faisant payer des heures pleines et heures creuses contrat auquel on a jamais souscrit jai limpression dêtre dans un sketch on continue de me facturer tous les mois ce contrat tout en me disant quon va me;Négatif;2024-04-25;16;Thursday;265;False
221;cel1a69;2024-04-26 21:43:54+00:00;engiepartfr le pire service qui puisse exister sur cette terre;Neutre;2024-04-26;21;Friday;62;False
222;FestimagesNatur;2024-04-30 19:02:34+00:00;merci qui naugmentation du gaz nengienengiepartfr;Neutre;2024-04-30;19;Tuesday;49;False
223;fseb5193;2024-05-02 12:05:27+00:00;merci engiepartfr 1082 ht sur labonnement et 1306  ht sur le prix du kwh au 1er juillet prochain continuez cest open bar;Neutre;2024-05-02;12;Thursday;120;False
224;deuslink1;2024-05-02 17:37:14+00:00;dîtes engiepartfr ça ne vous dérange pas de couper le gaz chez vos clients sans préavis pour de soidisant factures impayées  mettre plusieurs jours pour redonner accès au gaz et ne faire aucun geste commercial lorsquil a été prouvé que les factures ont bel et bien été payées;Neutre;2024-05-02;17;Thursday;275;False
225;deuslink1;2024-05-02 17:37:15+00:00;engiepartfr cest quoi ça  les autres dîtes rien ndans le doute le lien doù viennent les captures décran;Neutre;2024-05-02;17;Thursday;103;False
226;cerfalex;2024-05-03 05:41:54+00:00;bonjour engiepartfr engiegroup pouvezvous mexpliquer pourquoi dans mon suivi le montant des conso des mois précédents vient daugmenter en catimini  npour le gaz  20 en janvier par exemplencest normal;Positif;2024-05-03;5;Friday;199;False
227;cerfalex;2024-05-03 05:46:27+00:00;engiepartfr engiegroup idem en novembre où ma conso délectricité prend 25 entre ce que vous mannonciez à lépoque dans ma conso mensuelle et ce qui apparait aujourdhui non en parle  engiepartsav;Neutre;2024-05-03;5;Friday;193;False
228;capThom3;2024-05-03 16:01:03+00:00;engiepartfr poste 2 donc jai du refaire une demande par internet vous ne maitrisez absolument pas le numérique cest affolant;Neutre;2024-05-03;16;Friday;124;False
229;babouzoulou;2024-05-06 07:04:57+00:00;passer de 015 cts le kwh a plus de 022cts le kwh la bonne surprise de engie soit disant une mise à jour a été faite sur la conso le 2 mai javais une facture de 134  pour avril et le 3 mai je me retrouve à devoir 194  engiepartfr cnews bfmtv tpmp 12;Neutre;2024-05-06;7;Monday;248;False
230;FIVEDIDI5;2024-05-06 07:58:36+00:00;engiepartfr je peux savoir pourquoi jai pas accès à mes factures mensuelles;Neutre;2024-05-06;7;Monday;75;False
231;guiguimufc;2024-05-08 11:59:03+00:00;pardon jai bien lu là  cest quoi encore cette augmentation de taré  engiepartfr;Neutre;2024-05-08;11;Wednesday;79;False
232;juju_IDE_56;2024-05-11 10:27:13+00:00;engiepartfr on fait comment nvous faites une erreur de facturation et la personne que nous appelons nous oblige à payer lintégralité de la somme  cest une blague;Neutre;2024-05-11;10;Saturday;161;False
233;DrMaeker;2024-05-11 10:41:06+00:00;je remarque que le prix du kwh électrique augmente de mois en moisnn aujourdhui 022 nn avril 019n mars 017n fév 017n jan 015n déc 23 015n déc 22 016n déc 21 015nnidem pour labonnement qui passe 134 à 1637 nnengiepartfr engiegroup;Neutre;2024-05-11;10;Saturday;229;False
234;LigeourP;2024-05-13 08:04:55+00:00;festimagesnatur engiepartfr depuis mon  renouvellement  de contrat  j ai une ligne consommation  obligation  pour le  gaz 001319 tva et l électricité  001307 tva  ayant  partagé  avec  des  connaissances  clients  engie fort de  constater que je suis le seul dans  ce cas et vous;Neutre;2024-05-13;8;Monday;279;False
235;ANDIAAAL;2024-05-13 09:18:20+00:00;bonjour engiepartfr ça fait plus de 10 min que jattends au téléphone pour modifier la date de rdv avec le technicien votre site étant en maintenance depuis une semaine  nnon peut modifier ça en dm  merci  engie engiegroup;Neutre;2024-05-13;9;Monday;221;False
236;clef_aux_fees;2024-05-13 11:32:47+00:00;bonjour engiepartsav engiepartfr  jai un problème assez urgent et votre chat ne marche pas sur le site seraitil possible davoir un conseiller relativement vite sil vous plait;Négatif;2024-05-13;11;Monday;174;False
237;KrGA9z;2024-05-14 16:35:38+00:00;engiepartfr engiegroup qui force ses clients à payé  sans être prévenu évidemment  cest hallucinant  non augmente la mensualité sans me prévenir et quand je demande une explication on ne men donne pas;Neutre;2024-05-14;16;Tuesday;200;False
238;honoqueen_;2024-05-15 06:30:09+00:00;engiepartfr  me prélever 400 balles sans me prévenir et ne me fournissant plus daccès à mon espace client cest normal   0 mail rien du tout et aucunes propositions de paiement en plusieurs fois je suis bien contente dêtre partie de chez vous;Positif;2024-05-15;6;Wednesday;241;False
239;AixeMatrice;2024-05-16 09:00:40+00:00;reçu nouveau prix de engiepartfr  merci macron  je paierai pas   et jouvre à un faux nom  fini dêtre votre pigeonne;Neutre;2024-05-16;9;Thursday;115;False
240;nicoleodera;2024-05-16 11:23:44+00:00;engiepartfr bfmtv lestimation de ma mensualité était de 65 euros quand jai souscrit mon contrat chez engie montant sensiblement identique à celui que je payais chez totalenergies;Neutre;2024-05-16;11;Thursday;178;False
241;nicoleodera;2024-05-16 11:23:45+00:00;aujourdhui engiepartfr minforme que pour ne pas avoir un tres gros reajustement mes mensualités doivent passent à 175 euros je nai pas chauffé plus pas de nouvel appareil je vais aussi porter plainte auprès du médiateur de lenergie pour cette arnaque et quitter engie;Négatif;2024-05-16;11;Thursday;267;False
242;pharaon_alain;2024-05-16 13:33:16+00:00;merci engiepartfr 300 abonnement gaz sans consommationbien je finirai à la bougie;Neutre;2024-05-16;13;Thursday;81;False
243;tiredandtiring;2024-05-18 12:36:00+00:00;engiepartfr cest normal de résilier mon contrat 4 jours en avance alors que je suis encore dans lappart  et comme par hasard impossible de vous joindre  merci vraiment quel service;Négatif;2024-05-18;12;Saturday;180;False
244;StarPhonix;2024-05-19 19:19:10+00:00;engie qui me facture plus de 100 alors que je ne suis plus chez eux depuis le 6 avril cest quoi ce bordel nnje peux avoir une explication engiepartfr;Neutre;2024-05-19;19;Sunday;149;False
245;Erikvano0802;2024-05-20 14:23:00+00:00;ça va engiepartfr on vous dérange pas;Neutre;2024-05-20;14;Monday;37;False
246;lecrabedu72;2024-05-20 15:07:20+00:00;bizarre jai reçu un sms identifié engiepartfr disant quils ont reçu lattestation de mon chèque énergie sauf que je ne leur ai pas envoyé ni fait en reconduction automatique engiepartsav;Positif;2024-05-20;15;Monday;185;False
247;ENGIEpartFR;2024-05-21 12:04:31+00:00;dans quelle partie de la maison les pertes de chaleur sont généralement les plus importantes  nnla réponse dans quelques jours sur notre compte engiepartfr;Neutre;2024-05-21;12;Tuesday;155;False
248;C_lawest22;2024-05-22 07:37:53+00:00;wow merci engiepartfr mais cest 500 que vous me devez;Positif;2024-05-22;7;Wednesday;53;False
249;C_lawest22;2024-05-22 07:53:53+00:00;leretourrr engiepartfr mdrrr jai les nerfs i mont volé 500 et ajd i font ça mdrrr;Neutre;2024-05-22;7;Wednesday;81;False
250;PetruSampieru;2024-05-22 11:09:05+00:00;engiepartfr nma facture mensuelle double n100 augmentation n  merci engie;Neutre;2024-05-22;11;Wednesday;73;False
251;fustinette;2024-05-22 16:46:16+00:00;happebyengie offre des tarifs moins cher car tout est en ligne par rapport à engiepartfr où tout se fait par téléphone ou messagerie nquelquun mexplique la différence;Neutre;2024-05-22;16;Wednesday;166;False
252;izzieknits;2024-05-23 17:17:48+00:00;engiepartfr engiegroup vous navez pas honte de couper le gaz à toute une copro à romainville 93 sans préavis pour un défaut de paiement pour lequel aucune relance na jamais été faite des familles avec des nourrissons sont privé deau chaude pour une durée indéterminée;Neutre;2024-05-23;17;Thursday;267;False
253;Monaidex;2024-05-23 21:37:15+00:00;engiepartfr comment je peux avoir 2000e délectricité  à réguler allo;Neutre;2024-05-23;21;Thursday;68;False
254;LaBretonne12;2024-05-24 14:34:44+00:00;grdf engiepartfr naujourdhui j ai rencontré kafka 45 mn au telavec engie puis grdf puis de nouveau engie engie est incapable de modifier une adresse pour les factures ok mais pour le reste non utilisation de sous traitant à tout va;Positif;2024-05-24;14;Friday;231;False
255;NYID76;2024-05-25 09:40:55+00:00;engiepartsav vous pouvez me faire un devis si je veux changer de fournisseur;Neutre;2024-05-25;9;Saturday;76;False
256;Kadorito;2024-05-26 07:57:48+00:00;6 ans quon est chez engiepartfr engiegroup et nous continuons à avoir des erreurs de facturation toujours gérées comme des pieds là je viens de recevoir 3 factures datées dhier sans aucune justification ou conso juste un montant circulez ya rien à voir scandaleux;Négatif;2024-05-26;7;Sunday;263;False
257;Isa2Abraham;2024-05-26 15:55:17+00:00;engiepartfr bonjour nest ce normal de se retrouver avec une facture à payer sous 8 jours de plus de 2780 euros pour un studio après un changement de compteur linky ilny a 6 mois sans aucune alerte avec des fausses informations transmises par enedis  un studio étudiant complètement rénové;Positif;2024-05-26;15;Sunday;288;False
258;Kadorito;2024-05-26 16:11:23+00:00;engiepartfr engiegroup pour compléter le tableau des échanges lunaires avec une conseillere qui répond à moitié aux questions sur ces factures et à coté raconte nimporte quoi  que nous aurions signé un contrat en février pas du tout et naurions pas été facturé de lélectricité archi faux;Neutre;2024-05-26;16;Sunday;287;False
259;PfChenu;2024-05-28 07:16:01+00:00;engiepartfr apporte son soutien au pncee et à ecologiegouv dans sa lutte contre la fraude à la rénovationenergétique et son objectif de faire des cee un outil transparent et efficace pour les consommateursnces fraudes atteignent douloureusement les consommateurs lésés mais aussi lensemble des consommateurs qui se voient pénalisés par des factures dénergie alourdies par les annulations de cee frauduleux;Neutre;2024-05-28;7;Tuesday;405;False
260;Valywmb;2024-05-29 07:25:37+00:00;faudra me dire comment je consomme 370 délectricité soit mon appartement cest versailles soit les chauffages fonctionne à pleine puissance engiepartfr  je vous quitte toute façon;Neutre;2024-05-29;7;Wednesday;178;False
261;BH3Ganja1er;2024-05-29 19:43:14+00:00;jinvite tout le monde à vérifier ses factures engiepartfr car ils sont en train de nous escroquer contrat soit disant bloqué pour 1 ans a 013cts du kwh je mapercois que je suis à 030cts  depuis nov 2023 et à lheure actuelle je  nai meme pas linfos sur mon espace client;Neutre;2024-05-29;19;Wednesday;269;False
262;lambel0;2024-05-31 05:27:48+00:00;medenergie depuis des mois et des mois engiegroup refuse de reconnaître une facturation abusive  25mois 8 mois de lannée sans aucune consommation du client de gaz  ils ne répondent pas ou avec  désinvolture  ça fait très cher pour rien du tout medenergie dgccrf;Neutre;2024-05-31;5;Friday;261;False
263;DijkZee;2024-05-31 15:33:08+00:00;pfchenu engiepartfr ecologiegouv moi ce qui matteint douloureusement ce sont les 2024 daugmentation de labonnement gaz ngazpasserelle engie;Neutre;2024-05-31;15;Friday;139;False
264;JlucLavieville;2024-06-03 10:14:50+00:00;engiepartfr bonjour cela fait plusieurs jours que je narrive pas à me connecter à votre site pouvezvous me donner la raison de cette non connexion;Neutre;2024-06-03;10;Monday;146;False
265;tutus_rayan;2024-06-05 08:31:09+00:00;engiepartfr attention arnaque chez engie facture annuelle qui ne correspond pas à la consommation incapable de mexpliquer doù vient le problème;Négatif;2024-06-05;8;Wednesday;143;False
266;bunjingi1;2024-06-05 20:58:46+00:00;je viens de recevoir un courrier dengiepartfr  plus de 20 daugmentation pour le seul abonnement nça ne va pas bien se passernbrunolemaire;Neutre;2024-06-05;20;Wednesday;137;False
267;JRCondat;2024-06-06 06:56:22+00:00;zinotoujours biencommun dîtes engiegroup engiepartfr cest normal que vous ayez un salarié qui utilise votre image et service pour menacer une personne  pire encore quil ait accès à un dossier sans que le client lait sollicité  un peu de ménage dans vos services serait bien;Positif;2024-06-06;6;Thursday;273;False
268;MilltonFrost;2024-06-06 11:22:09+00:00;engiepartfr bonjour jai regardé mon échéancier la semaine dernière ok et je regarde aujourdhui jai pris 30 en plusnsans communication sans prévenir sans raisonnvous annoncez un prix et vous le changez comme vous voulez;Positif;2024-06-06;11;Thursday;218;False
269;Me_Little_J;2024-06-06 11:29:41+00:00;engiepartsav un mois dattente pour que quelquun me recontacte depuis la résiliation de mon contrat on rappelle toutes les semaines et impossible davoir le service facturation en direct bien évidemment comment on fait pour être remboursé dun service non fait;Négatif;2024-06-06;11;Thursday;257;False
270;GGCadoudal;2024-06-06 15:43:55+00:00;vaevix quoi  tu ne contractes pas  moi cest engiepartfr qui me fait vivre un enfer avec son appli de m qui se déconnecte sans arrêt exige une triple authentification lol pour lire sa conso scuse le secret défense  et est totalement illisible une vrai usine  à gaz;Positif;2024-06-06;15;Thursday;263;False
271;T0m_K0ska;2024-06-07 12:53:32+00:00;la musique dattente quand on appelle pour avoir un conseiller engiepartfr tu sais pas si tu appelles réellement engie ou lexorciste;Neutre;2024-06-07;12;Friday;131;False
272;T0m_K0ska;2024-06-07 13:30:13+00:00;par contre raccroché au nez après 4min dattente cest pas cool engiepartfr;Positif;2024-06-07;13;Friday;73;False
273;PatriceBlanco;2024-06-07 16:04:17+00:00;bonjour engiepartsav nnjai passé 15 minutes au téléphone et le conseiller na pas su me renseignernnjacquiers une maison le 25 juinnactuellement cest la force qui est installée et je souhaite plutôt repasser en mononcest un compter linky quel coût pour changernmerci;Neutre;2024-06-07;16;Friday;265;False
274;GiCi;2024-06-09 08:35:17+00:00;engiepartfr nsi laugmentation des tarifs contrat  conso du gazpasserelle vous interpelle  rien ne sert dappeler engie pour connaitre les autres types de contratnrep nous on est gaz passerelle on ne connait pas les autres contratsnbelle assist telephonique;Neutre;2024-06-09;8;Sunday;255;False
275;Chabinegwada2;2024-06-11 16:32:30+00:00;engiepartfr le pire des svc clients appeler 10 fois le svc client pour le même problème et avoir des conseillers arrogants qui ne consultent pas le dossier avant de donner une réponse toute faite et à côté de la plaque a quand les remboursements des sommes indûment perçues;Négatif;2024-06-11;16;Tuesday;273;False
276;christou7796;2024-06-12 09:00:48+00:00;engiepartfr on en parle du fait que vous préleviez 970 euro à une personne sans même linformer et en vous basant sur des estimations sans demander les relever  et que vous refusez dactiver le compteur pour quon les fasse  voleur un jour voleur toujours;Neutre;2024-06-12;9;Wednesday;252;False
277;Alexis_S78;2024-06-18 15:36:41+00:00;engiepartfr trouvezvous ça normal dinventer des consommations et de ne pas vouloir rembourser lintégralité des trop perçus à vos clients  dgccrf medenergie;Positif;2024-06-18;15;Tuesday;155;False
278;AliceVachet;2024-06-19 08:06:11+00:00;rdv le 2006 pour la table ronde lia au service de la relationclientsnn clairecreation directrice marketing data et communication engien e krieger professeur à hecparisn v luciani ceo artefactfrancennengiepartfr  bymaddynessnncollaborationcommerciale;Neutre;2024-06-19;8;Wednesday;249;False
279;perlinpinpin___;2024-06-20 08:08:50+00:00;coucou engiepartsav je tai envoyé un dm;Neutre;2024-06-20;8;Thursday;39;False
280;AznarPierre2;2024-06-22 07:48:57+00:00;engiepartfr pourquoi vos tarifs ont explosé  moi je ne men sort pas vos factures ont triplés moi je suis handicapé  je ne suis pas riche pour payer aussi cher;Neutre;2024-06-22;7;Saturday;158;False
281;Alex_aka_Gor;2024-06-24 08:02:35+00:00;engiepartfr   qui refuse denvoyer un extrait de compte comptable à un client nnpour surfacturer il y a du monde pour envoyer un extrait de compte pas possible;Neutre;2024-06-24;8;Monday;158;False
282;JeremyWillmann;2024-06-24 19:06:59+00:00;engiepartfr attention engie double les prix du kwh sans en informer ses clients et vous envoie des factures de régularisation exorbitante fuyez ce fournisseur à tout prix;Neutre;2024-06-24;19;Monday;170;False
283;SMoncompte25831;2024-06-27 09:18:08+00:00;fuyez mon pilotage elec thread nengiegroup engieinnov engieimpact engiepartfr jagisavecengie;Neutre;2024-06-27;9;Thursday;92;False
284;SMoncompte25831;2024-06-27 20:35:12+00:00;bonus  merci engiepartfr engiepartsav monpilotageelec jagisavecengie;Neutre;2024-06-27;20;Thursday;68;False
285;Malika_CK;2024-06-28 13:41:03+00:00;quelquun sait comment contacter un responsable chez engiepartfr engiegroup  jamais disponible quand on parle aux conseillers;Neutre;2024-06-28;13;Friday;124;False
286;CptBaroud;2024-07-01 19:32:28+00:00;engiepartfr contrat souscris pour le 20062024 nous sommel e 01072024 et je nai tjr rien cest honteux;Négatif;2024-07-01;19;Monday;100;True
287;latigede88;2024-07-02 02:56:47+00:00;engiepartfr cest la galère chez vous jai résilié mes deux contrats le 27 juin et je reçois aujourdhui un nouvel échéancier qui se met en route pour le mois daoût cest juste fou;Neutre;2024-07-02;2;Tuesday;176;False
288;gigirmc;2024-07-04 08:14:07+00:00;engiegroup engiepartfr nvoici le courrier que vous adresse engie courrier à la fois lamentable sur la forme et très  contestable sur le fond incapable de rédiger dans un bon français il vous conseille de rester tranquillement chez vous lorsque il vous doivent presque 6000  sur une facture qui est en attente depuis plus dun mois alors quils sengagent à régler sous 15 jours ce genre de litige  un nouveau délai va donc courir à partir de maintenant sans se poser la question de savoir si la personne concernée a réellement besoin de cet argent sur son compte en banque les petits hommes gris tous ces gens qui se réfugient derrière des grandes sociétés nont aucune considération pour ceux qui les font vivre;Négatif;2024-07-04;8;Thursday;708;True
289;damienbibide;2024-07-04 21:40:36+00:00;même consommation électrique sur 2 années entières et ma facture a doublée  on est sur quel niveau denculade là merci brunolemaire engiepartfr;Neutre;2024-07-04;21;Thursday;142;False
290;pharaon_alain;2024-07-06 17:52:51+00:00;merci à engiepartfr  le gaz devient un luxeabonnement plus chers que la consommationchercher erreur;Neutre;2024-07-06;17;Saturday;99;False
291;JacksGrimaldi7;2024-07-07 20:01:37+00:00;engiepartfr clairecreation hecparis artefactfrance ingridlabuzan bymaddyness depuis decembre j attends un cheque de remboursement d un trop payé engie c est pour quand;Neutre;2024-07-07;20;Sunday;167;False
292;MDHauCombat;2024-07-09 10:44:26+00:00;engiepartfr coopsecudefense nce fournisseur d électricité sont des voleurs  n1400 euros en 2 mois de factures et surtout ne pouvant donner aucune explications c est terrible nnepasprendreengie;Négatif;2024-07-09;10;Tuesday;192;False
293;Granox93;2024-07-10 16:45:53+00:00;en 3 ans je suis passé de 35 euros délectricité à 80 puis 150 cest une dinguerie je vais commencer à me brancher sur léclairage public vous allez voir engiepartfr;Neutre;2024-07-10;16;Wednesday;162;False
294;CarreraMag36695;2024-07-12 09:48:21+00:00;engiepartfr inacceptable jattends depuis plus dune semaine dêtre rappeler en urgence par un chauffagiste je ne peux pas dormir chez moi à cause de vous vous êtes scandaleuxhonte sur vous et limpossibilité daccéder à vos service engie serviceclient intouchable;Négatif;2024-07-12;9;Friday;259;True
295;Rickylaroche53;2024-07-12 11:45:20+00:00;engiepartsav bonjour je suis passé de engie part à engie pro mais vous continuez le contrat malgré la demande de résiliation par engie pro pouvez vous maidez svp;Neutre;2024-07-12;11;Friday;161;False
296;alexonflux;2024-07-16 01:05:44+00:00;alertesinfos en même temps vous avez regardé votre prix du kilowatts  en 1 an cest lexplosion 50 pour moinmerci engiepartfr;Neutre;2024-07-16;1;Tuesday;123;False
297;ben_blow;2024-07-16 07:40:29+00:00;engiepartfr cest vraiment une société qui se fou de ses clients nleur app est bidon nest jamais à jour cest jamais de leur faute toujours celle du client npourtant avec tout le fric quils prennent ils devraient avoir un truc fonctionnel mais nonnfranchement à fuir;Neutre;2024-07-16;7;Tuesday;264;False
298;Elody_C;2024-07-16 14:56:14+00:00;hello engiepartfr cest possible de discuter en privé;Neutre;2024-07-16;14;Tuesday;52;False
299;_huynhlucy;2024-07-17 07:42:42+00:00;engiepartfr ça va de passer mes mensualités de 80 à 170  vous êtes des grands malades jai 40m2;Neutre;2024-07-17;7;Wednesday;94;False
300;0Poliak;2024-07-17 08:23:44+00:00;engiepartfr alors comme ça on veut pas rembourser ses client et on leur impute des délais et des contraintes effarantes alors que cest vous qui êtes en tord  ça commence à faire beaucoup la non;Négatif;2024-07-17;8;Wednesday;193;False
301;io_kbt;2024-07-18 12:55:46+00:00;engiepartfr bonjour jai une question puisje savoir si cest possible de savoir si quelquun est branché sur mon compteur électrique;Neutre;2024-07-18;12;Thursday;129;False
302;Fred_PG21;2024-07-19 14:03:54+00:00;engiepartfr merci pour ce jour dattente pour lentretien de ma chaudière passage dans la matinée 8h12h et aucun appel après 5 appels au numéro fourni toujours aucune nouvelle du technicien navoir pris sa matinée puis prendre un avertissement du patron jadore;Neutre;2024-07-19;14;Friday;257;False
303;vr54110;2024-07-19 14:43:34+00:00;engiepartfr pour cela faudrait que votre site marche impossible de se connecter depuis plus d1 mois;Négatif;2024-07-19;14;Friday;99;False
304;Florian_fdl;2024-07-21 12:37:33+00:00;hey engiepartfr comment vous pouvez justifier que je consomme moins en mai quen janvier mais que je paie 3 fois plus cher  le prix de labonnement a déjà doublé et le prix de lélectricité na pas triplé à ce que je sache nmoins je consomme et plus je suis facturé;Neutre;2024-07-21;12;Sunday;261;False
305;Unealgerienne3;2024-07-22 19:29:13+00:00;engiegroup engiepartfr grdf vous croyez que cest normal de couper le gaz quand on a 2 enfants en bas âge sans nous prévenir en plus parce que votre sois disant message envoyer le 1107 il est inexistantnfaut arrêter de se foutre de la gueule du monde à un moment;Positif;2024-07-22;19;Monday;261;False
306;nicolasvoisin;2024-07-23 15:45:23+00:00;engiepartfr bonjour comment résilier son abonnement quand on a déménagé  jessaie de vous joindre depuis un mois;Neutre;2024-07-23;15;Tuesday;111;False
307;Lalutotale;2024-07-23 18:22:47+00:00;45 min au téléphone avec engiepartfr pour tenter de comprendre leurs tableaux aux intitulés trompeurs pr notre offre qui change au 1er septembrenje fais les calculs avec la damenen se basant sur notre conso réelle de 2023  tarif 46  nmais vous êtes malades;Neutre;2024-07-23;18;Tuesday;256;False
308;cnudde_lila;2024-07-25 00:54:10+00:00;engiegroup engiepartfr nje veux bien être gentille mais les mail à 2h38 pour me dire que vous changer mon échéancier mais en plus vous laugmenter de 40 vous vous êtes cru ou;Neutre;2024-07-25;0;Thursday;173;False
309;KiddoLG;2024-07-27 00:07:19+00:00;engiegroup engiepartfr pires escrocs ça vous dérange pas de faire payer 400 a une de vos clientes tout simplement parce quune de vos salariées na pas été capable de faire son travail correctement  la honte absolue;Négatif;2024-07-27;0;Saturday;213;False
310;Clem_C9;2024-07-29 09:31:02+00:00;depuis le mois de juin je demande une facture à mon service client engie ma dernière facture date de septembre 2023 service client qui se permet de raccrocher au nez de ses clients il ne donne aucune solution à ce jour toujours aucune facture engie engiegroup engiepartfr;Neutre;2024-07-29;9;Monday;271;False
311;nestor_RamJim_;2024-07-29 16:35:26+00:00;engiepartfr mes plus sincères remerciements a tout le personnel pour force majeure jai du déménager votre personnel un 1010 mil fois merci;Neutre;2024-07-29;16;Monday;138;False
312;OceaneLoubiere;2024-07-30 07:36:26+00:00;engiepartfr merci darrêter de balader les gens et de faire votre travail nescroc;Négatif;2024-07-30;7;Tuesday;80;False
313;AtosTilny;2024-07-31 09:24:16+00:00;engiepartfr bonjour jaurais besoin dinformations svp;Neutre;2024-07-31;9;Wednesday;52;False
314;Fred_PG21;2024-08-04 12:13:55+00:00;enedisbourg bonjour plus de 10h de coupures délectricité en 2 jours avec les chaleurs actuelles aucune heure de fin de travaux un dimanche actuellement il est 14h la coupure à commencer à 8h30 njai le droit davoir de lélectricité pour manger ou de leau chaude;Neutre;2024-08-04;12;Sunday;259;False
315;Valywmb;2024-08-05 08:00:27+00:00;engiepartfr pour finir plus vite une facture on me dit non mais vous avez pas dargent;Neutre;2024-08-05;8;Monday;85;False
316;Alex_aka_Gor;2024-08-05 12:55:44+00:00;engiepartfr ou comment se moquer des clients  le service clients qui me passe le service facturation car il nest pas capable deffectuer une demande à son collègue  cest nimporte quoi  nleclientfaitletravaildesemployes;Positif;2024-08-05;12;Monday;217;False
317;Fred_PG21;2024-08-05 14:39:19+00:00;enedisbourg chronopost sncfvoyageurs bon record battu 24h de coupure délectricité en 3 jours avec un mépris total du conseiller clientèle et de engiepartfr  une vraie finale de rolland garros pour ne pas mindemniser mes pertes alimentaires oh on est au cambodge ou quoi là;Neutre;2024-08-05;14;Monday;272;False
318;WeekendParfait;2024-08-06 08:32:02+00:00;engiepartfr  bonjour  mail de fraude je ne suis même pas chez vousnsouhaitezvous que je vous fasse suivre ce mail;Neutre;2024-08-06;8;Tuesday;113;False
319;Pierrxt;2024-08-06 13:41:04+00:00;engiepartsav hello possible daller en dm;Neutre;2024-08-06;13;Tuesday;40;False
320;YaakzGaming;2024-08-08 12:53:07+00:00;engiepartfr 2 mois après les remboursements annuels toujours rien de votre part toutes les 2 semaines on me dit vos remboursements seront dispo dans 2 semaines et on est le 8 août jai toujours rien franchement organisation à revoir en attente toujours dune réponse;Neutre;2024-08-08;12;Thursday;264;False
321;Fred_PG21;2024-08-09 07:11:05+00:00;engiepartfr est une blague en termes de relation client incompétent et très condescendant pour réclamer de largent il savent faire mais pour appliquer des réductions pour défaut de fournitures délectricité plus personne;Négatif;2024-08-09;7;Friday;219;False
322;Filiyack;2024-08-09 08:25:16+00:00;engiepartsav 3 questions n1 impossible de me connecter alors que je nai aucun problème sur les sites deau délectricité impôts et autres la connexion par france connect ne fonctionne pas non plus pour le site engie parce que 2n2 je ne reçois aucune facture alors que;Négatif;2024-08-09;8;Friday;265;False
323;Bochophobe;2024-08-10 15:16:49+00:00;engiepartfr besoin de vous;Neutre;2024-08-10;15;Saturday;26;False
324;AznarPierre2;2024-08-11 12:23:22+00:00;engiepartfr comment pouvez vous me demander 136 euros alors que je vie seul  jai pas les moyens;Neutre;2024-08-11;12;Sunday;95;False
325;vero_absl;2024-08-13 10:24:18+00:00;engiepartfr dites messieurs dames de engie ça va pas trop gêner de faire attendre les gens 15 jours pour régulariser un compteur  sans deconner;Neutre;2024-08-13;10;Tuesday;143;False
326;vr54110;2024-08-13 10:26:51+00:00;engiepartfr votre site web sera de nouveau accessible quand pour consulter mes factures  jen ai besoin pour un justificatif  2 mois que le site est inaccessible  ne me dîtes pas de vous parler en mp  je sais que cest une machine;Positif;2024-08-13;10;Tuesday;228;False
327;VikingMaure;2024-08-14 11:58:18+00:00;bonjour engiepartsav jignore si vous faites partie des organismes qui ne peuvent plus accéder a leurs dm mais je viens de vous en envoyer un;Neutre;2024-08-14;11;Wednesday;140;False
328;LaurentCREPET;2024-08-20 06:50:06+00:00;et un phishingscam de lespace clients particuliers de engiepartfrnca ne sarrêtera jamais;Neutre;2024-08-20;6;Tuesday;88;False
329;SneeZy_IF;2024-08-21 07:39:05+00:00;engiepartfr votre service client est catastrophique  une honte;Neutre;2024-08-21;7;Wednesday;62;False
330;RaTaNiXxX;2024-08-21 18:52:24+00:00;hé engiepartfr je crois bien que votre site cest de la merde;Neutre;2024-08-21;18;Wednesday;60;False
331;Palolo89;2024-08-23 03:05:19+00:00;engiepartfr bonjour pourriezvous me dire quand votre application sur téléphone ios va fonctionner correctement  depuis des semaines impossible de connaître la consommation les comparaisons avec les années antérieures  merci;Négatif;2024-08-23;3;Friday;223;False
332;casanegra1113;2024-08-23 07:36:38+00:00;fidèle cliente depuis des années chez   engiepartfr  mes factures ne font quaugmenter alors que ma conso na pas changé  nnenvie de résilier mon contrat dans les prochains jours nil me faut  choisir un autre fournisseur mais je ne sais pas lequel nvous êtes chez qui vous;Neutre;2024-08-23;7;Friday;270;False
